league,season,game,date,home_team,away_team,FTHG,FTAG,FTR,HR,AR,PSCH,PSCD,PSCA,H_Elo,A_Elo
ENG-Premier League,1920,2020-07-08 Brighton-Liverpool,2020-07-08 20:15:00,Brighton,Liverpool,1,3,A,0,0,5.95,4.07,1.62,1640.24560547,2026.43139648
ENG-Premier League,1920,2020-07-08 Man City-Newcastle,2020-07-08 18:00:00,Man City,Newcastle,5,0,H,0,0,1.09,12.02,25.19,1975.79089355,1693.29589844
ENG-Premier League,1920,2020-07-08 Sheffield United-Wolves,2020-07-08 18:00:00,Sheffield United,Wolves,1,0,H,0,0,4.27,3.11,2.11,1706.29711914,1784.2911377
ENG-Premier League,1920,2020-07-08 West Ham-Burnley,2020-07-08 18:00:00,West Ham,Burnley,0,1,A,0,0,1.87,3.67,4.5,1679.32177734,1711.14550781
ENG-Premier League,1920,2020-07-09 Aston Villa-Man United,2020-07-09 20:15:00,Aston Villa,Man United,0,3,A,0,0,9.29,5.84,1.33,1602.37646484,1851.97485352
ENG-Premier League,1920,2020-07-09 Bournemouth-Tottenham,2020-07-09 18:00:00,Bournemouth,Tottenham,0,0,D,0,0,4.8,3.81,1.79,1638.36486816,1798.41308594
ENG-Premier League,1920,2020-07-09 Everton-Southampton,2020-07-09 18:00:00,Everton,Southampton,1,1,D,0,0,2.1,3.44,3.81,1737.55810547,1674.08850098
ENG-Premier League,1920,2020-07-11 Brighton-Man City,2020-07-11 20:00:00,Brighton,Man City,0,5,A,0,0,12.68,6.77,1.24,1640.24560547,1975.79089355
ENG-Premier League,1920,2020-07-11 Liverpool-Burnley,2020-07-11 15:00:00,Liverpool,Burnley,1,1,D,0,0,1.23,6.82,13.07,2026.43139648,1711.14550781
ENG-Premier League,1920,2020-07-11 Norwich-West Ham,2020-07-11 12:30:00,Norwich,West Ham,0,4,A,0,0,3.64,3.55,2.11,1600.69494629,1679.32177734
ENG-Premier League,1920,2020-07-11 Sheffield United-Chelsea,2020-07-11 17:30:00,Sheffield United,Chelsea,3,0,H,0,0,5.0,3.83,1.76,1706.29711914,1825.25744629
ENG-Premier League,1920,2020-07-11 Watford-Newcastle,2020-07-11 12:30:00,Watford,Newcastle,2,1,H,0,0,1.92,3.57,4.41,1682.66589355,1693.29589844
ENG-Premier League,1920,2020-07-12 Aston Villa-Crystal Palace,2020-07-12 14:15:00,Aston Villa,Crystal Palace,2,0,H,0,1,2.35,3.45,3.17,1602.37646484,1726.61730957
ENG-Premier League,1920,2020-07-12 Bournemouth-Leicester,2020-07-12 19:00:00,Bournemouth,Leicester,4,1,H,0,1,4.52,3.9,1.81,1638.36486816,1803.66064453
ENG-Premier League,1920,2020-07-12 Tottenham-Arsenal,2020-07-12 16:30:00,Tottenham,Arsenal,2,1,H,0,0,2.78,3.45,2.63,1798.41308594,1802.5333252
ENG-Premier League,1920,2020-07-12 Wolves-Everton,2020-07-12 12:00:00,Wolves,Everton,3,0,H,0,0,2.12,3.21,4.07,1784.2911377,1737.55810547
ENG-Premier League,1920,2020-07-13 Man United-Southampton,2020-07-13 20:00:00,Man United,Southampton,2,2,D,0,0,1.28,6.34,10.55,1851.97485352,1674.08850098
ENG-Premier League,1920,2020-07-14 Chelsea-Norwich,2020-07-14 20:15:00,Chelsea,Norwich,1,0,H,0,0,1.12,9.66,24.8,1825.25744629,1600.69494629
ENG-Premier League,1920,2020-07-15 Arsenal-Liverpool,2020-07-15 20:15:00,Arsenal,Liverpool,2,1,H,0,0,4.74,4.33,1.7,1802.5333252,2026.43139648
ENG-Premier League,1920,2020-07-15 Burnley-Wolves,2020-07-15 18:00:00,Burnley,Wolves,1,1,D,0,0,4.6,3.42,1.93,1711.14550781,1784.2911377
ENG-Premier League,1920,2020-07-15 Man City-Bournemouth,2020-07-15 18:00:00,Man City,Bournemouth,2,1,H,0,0,1.17,8.49,14.53,1975.79089355,1638.36486816
ENG-Premier League,1920,2020-07-15 Newcastle-Tottenham,2020-07-15 18:00:00,Newcastle,Tottenham,1,3,A,0,0,5.39,4.28,1.64,1693.29589844,1798.41308594
ENG-Premier League,1920,2020-07-16 Crystal Palace-Man United,2020-07-16 20:15:00,Crystal Palace,Man United,0,2,A,0,0,8.65,5.38,1.36,1726.61730957,1851.97485352
ENG-Premier League,1920,2020-07-16 Everton-Aston Villa,2020-07-16 18:00:00,Everton,Aston Villa,1,1,D,0,0,2.1,3.62,3.62,1737.55810547,1602.37646484
ENG-Premier League,1920,2020-07-16 Leicester-Sheffield United,2020-07-16 18:00:00,Leicester,Sheffield United,2,0,H,0,0,2.19,3.22,3.8,1803.66064453,1706.29711914
ENG-Premier League,1920,2020-07-16 Southampton-Brighton,2020-07-16 20:15:00,Southampton,Brighton,1,1,D,0,0,2.3,3.45,3.28,1674.08850098,1640.24560547
ENG-Premier League,1920,2020-07-17 West Ham-Watford,2020-07-17 20:00:00,West Ham,Watford,3,1,H,0,0,2.54,2.92,3.39,1679.32177734,1682.66589355
ENG-Premier League,1920,2020-07-18 Norwich-Burnley,2020-07-18 17:30:00,Norwich,Burnley,0,2,A,2,0,3.19,3.45,2.34,1600.69494629,1711.14550781
ENG-Premier League,1920,2020-07-19 Bournemouth-Southampton,2020-07-19 14:00:00,Bournemouth,Southampton,0,2,A,0,0,2.46,3.82,2.76,1638.36486816,1674.08850098
ENG-Premier League,1920,2020-07-19 Tottenham-Leicester,2020-07-19 16:00:00,Tottenham,Leicester,3,0,H,0,0,2.36,3.39,3.22,1798.41308594,1803.66064453
ENG-Premier League,1920,2020-07-20 Brighton-Newcastle,2020-07-20 18:00:00,Brighton,Newcastle,0,0,D,0,0,2.01,3.55,4.0,1640.24560547,1693.29589844
ENG-Premier League,1920,2020-07-20 Sheffield United-Everton,2020-07-20 18:00:00,Sheffield United,Everton,0,1,A,0,0,2.0,3.41,4.25,1706.29711914,1737.55810547
ENG-Premier League,1920,2020-07-20 Wolves-Crystal Palace,2020-07-20 20:15:00,Wolves,Crystal Palace,2,0,H,0,0,1.46,4.31,8.7,1784.2911377,1726.61730957
ENG-Premier League,1920,2020-07-21 Aston Villa-Arsenal,2020-07-21 20:15:00,Aston Villa,Arsenal,1,0,H,0,0,3.14,3.86,2.21,1602.37646484,1802.5333252
ENG-Premier League,1920,2020-07-21 Watford-Man City,2020-07-21 18:00:00,Watford,Man City,0,4,A,0,0,9.2,6.37,1.3,1682.66589355,1975.79089355
ENG-Premier League,1920,2020-07-22 Liverpool-Chelsea,2020-07-22 20:15:00,Liverpool,Chelsea,5,3,H,0,0,1.93,3.8,4.09,2026.43139648,1825.25744629
ENG-Premier League,1920,2020-07-22 Man United-West Ham,2020-07-22 18:00:00,Man United,West Ham,1,1,D,0,0,1.27,6.55,10.55,1851.97485352,1679.32177734
ENG-Premier League,1920,2020-07-26 Arsenal-Watford,2020-07-26 16:00:00,Arsenal,Watford,3,2,H,0,0,2.05,3.84,3.56,1802.5333252,1682.66589355
ENG-Premier League,1920,2020-07-26 Burnley-Brighton,2020-07-26 16:00:00,Burnley,Brighton,1,2,A,0,0,2.64,3.39,2.8,1711.14550781,1640.24560547
ENG-Premier League,1920,2020-07-26 Chelsea-Wolves,2020-07-26 16:00:00,Chelsea,Wolves,2,0,H,0,0,1.96,3.38,4.52,1825.25744629,1784.2911377
ENG-Premier League,1920,2020-07-26 Crystal Palace-Tottenham,2020-07-26 16:00:00,Crystal Palace,Tottenham,1,1,D,0,0,6.94,4.62,1.49,1726.61730957,1798.41308594
ENG-Premier League,1920,2020-07-26 Everton-Bournemouth,2020-07-26 16:00:00,Everton,Bournemouth,1,3,A,0,0,2.34,3.7,3.01,1737.55810547,1638.36486816
ENG-Premier League,1920,2020-07-26 Leicester-Man United,2020-07-26 16:00:00,Leicester,Man United,0,2,A,1,0,3.76,3.65,2.05,1803.66064453,1851.97485352
ENG-Premier League,1920,2020-07-26 Man City-Norwich,2020-07-26 16:00:00,Man City,Norwich,5,0,H,0,0,1.04,18.5,41.0,1975.79089355,1600.69494629
ENG-Premier League,1920,2020-07-26 Newcastle-Liverpool,2020-07-26 16:00:00,Newcastle,Liverpool,1,3,A,0,0,5.42,4.62,1.58,1693.29589844,2026.43139648
ENG-Premier League,1920,2020-07-26 Southampton-Sheffield United,2020-07-26 16:00:00,Southampton,Sheffield United,3,1,H,0,0,2.0,3.68,3.93,1674.08850098,1706.29711914
ENG-Premier League,1920,2020-07-26 West Ham-Aston Villa,2020-07-26 16:00:00,West Ham,Aston Villa,1,1,D,0,0,2.66,3.53,2.69,1679.32177734,1602.37646484
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,2020-09-12 15:00:00,Crystal Palace,Southampton,1,0,H,0,0,3.09,3.27,2.54,1726.61730957,1674.08850098
ENG-Premier League,2021,2020-09-12 Fulham-Arsenal,2020-09-12 12:30:00,Fulham,Arsenal,0,3,A,0,0,5.48,3.98,1.69,1589.33032227,1802.5333252
ENG-Premier League,2021,2020-09-12 Liverpool-Leeds,2020-09-12 17:30:00,Liverpool,Leeds,4,3,H,0,0,1.28,6.34,11.38,2026.43139648,
ENG-Premier League,2021,2020-09-12 West Ham-Newcastle,2020-09-12 20:00:00,West Ham,Newcastle,0,2,A,0,0,2.04,3.59,3.92,1679.32177734,1693.29589844
ENG-Premier League,2021,2020-09-13 Tottenham-Everton,2020-09-13 16:30:00,Tottenham,Everton,0,1,A,0,0,2.09,3.5,3.88,1798.41308594,1737.55810547
ENG-Premier League,2021,2020-09-13 West Brom-Leicester,2020-09-13 14:00:00,West Brom,Leicester,0,3,A,0,0,3.38,3.38,2.32,,1803.66064453
ENG-Premier League,2021,2020-09-14 Brighton-Chelsea,2020-09-14 20:15:00,Brighton,Chelsea,1,3,A,0,0,6.07,4.46,1.57,1640.24560547,1825.25744629
ENG-Premier League,2021,2020-09-14 Sheffield United-Wolves,2020-09-14 18:00:00,Sheffield United,Wolves,0,2,A,0,0,3.28,2.9,2.68,1706.29711914,1784.2911377
ENG-Premier League,2021,2020-09-19 Arsenal-West Ham,2020-09-19 20:00:00,Arsenal,West Ham,2,1,H,0,0,1.53,4.53,6.81,1802.5333252,1679.32177734
ENG-Premier League,2021,2020-09-19 Everton-West Brom,2020-09-19 12:30:00,Everton,West Brom,5,2,H,0,1,1.61,4.12,6.41,1737.55810547,
ENG-Premier League,2021,2020-09-19 Leeds-Fulham,2020-09-19 15:00:00,Leeds,Fulham,4,3,H,0,0,1.75,3.91,5.12,,1589.33032227
ENG-Premier League,2021,2020-09-19 Man United-Crystal Palace,2020-09-19 17:30:00,Man United,Crystal Palace,1,3,A,0,0,1.38,5.18,9.33,1851.97485352,1726.61730957
ENG-Premier League,2021,2020-09-20 Chelsea-Liverpool,2020-09-20 16:30:00,Chelsea,Liverpool,0,2,A,1,0,3.32,3.89,2.17,1825.25744629,2026.43139648
ENG-Premier League,2021,2020-09-20 Leicester-Burnley,2020-09-20 19:00:00,Leicester,Burnley,4,2,H,0,0,1.55,4.36,6.74,1803.66064453,1711.14550781
ENG-Premier League,2021,2020-09-20 Newcastle-Brighton,2020-09-20 14:00:00,Newcastle,Brighton,0,3,A,0,1,2.7,3.21,2.96,1693.29589844,1640.24560547
ENG-Premier League,2021,2020-09-20 Southampton-Tottenham,2020-09-20 12:00:00,Southampton,Tottenham,2,5,A,0,0,3.45,3.46,2.27,1674.08850098,1798.41308594
ENG-Premier League,2021,2020-09-21 Aston Villa-Sheffield United,2020-09-21 18:00:00,Aston Villa,Sheffield United,1,0,H,0,1,2.46,3.19,3.35,1602.37646484,1706.29711914
ENG-Premier League,2021,2020-09-21 Wolves-Man City,2020-09-21 20:15:00,Wolves,Man City,1,3,A,0,0,6.7,4.55,1.53,1784.2911377,1975.79089355
ENG-Premier League,2021,2020-09-26 Brighton-Man United,2020-09-26 12:30:00,Brighton,Man United,2,3,A,0,0,5.58,4.36,1.63,1640.24560547,1851.97485352
ENG-Premier League,2021,2020-09-26 Burnley-Southampton,2020-09-26 20:00:00,Burnley,Southampton,0,1,A,0,0,3.37,3.47,2.3,1711.14550781,1674.08850098
ENG-Premier League,2021,2020-09-26 Crystal Palace-Everton,2020-09-26 15:00:00,Crystal Palace,Everton,1,2,A,0,0,3.58,3.34,2.27,1726.61730957,1737.55810547
ENG-Premier League,2021,2020-09-26 West Brom-Chelsea,2020-09-26 17:30:00,West Brom,Chelsea,3,3,D,0,0,6.96,5.03,1.47,,1825.25744629
ENG-Premier League,2021,2020-09-27 Man City-Leicester,2020-09-27 16:30:00,Man City,Leicester,2,5,A,0,0,1.32,5.9,9.96,1975.79089355,1803.66064453
ENG-Premier League,2021,2020-09-27 Sheffield United-Leeds,2020-09-27 12:00:00,Sheffield United,Leeds,0,1,A,0,0,3.09,3.44,2.47,1706.29711914,
ENG-Premier League,2021,2020-09-27 Tottenham-Newcastle,2020-09-27 14:00:00,Tottenham,Newcastle,1,1,D,0,0,1.42,5.05,8.16,1798.41308594,1693.29589844
ENG-Premier League,2021,2020-09-27 West Ham-Wolves,2020-09-27 19:00:00,West Ham,Wolves,4,0,H,0,0,3.43,3.35,2.33,1679.32177734,1784.2911377
ENG-Premier League,2021,2020-09-28 Fulham-Aston Villa,2020-09-28 17:45:00,Fulham,Aston Villa,0,3,A,0,0,3.04,3.49,2.48,1589.33032227,1602.37646484
ENG-Premier League,2021,2020-09-28 Liverpool-Arsenal,2020-09-28 20:00:00,Liverpool,Arsenal,3,1,H,0,0,1.5,5.25,5.95,2026.43139648,1802.5333252
ENG-Premier League,2021,2020-10-03 Chelsea-Crystal Palace,2020-10-03 12:30:00,Chelsea,Crystal Palace,4,0,H,0,0,1.56,4.31,6.67,1825.25744629,1726.61730957
ENG-Premier League,2021,2020-10-03 Everton-Brighton,2020-10-03 15:00:00,Everton,Brighton,4,2,H,0,0,1.81,3.86,4.78,1737.55810547,1640.24560547
ENG-Premier League,2021,2020-10-03 Leeds-Man City,2020-10-03 17:30:00,Leeds,Man City,1,1,D,0,0,8.85,7.49,1.28,,1975.79089355
ENG-Premier League,2021,2020-10-03 Newcastle-Burnley,2020-10-03 20:00:00,Newcastle,Burnley,3,1,H,0,0,2.45,3.38,3.17,1693.29589844,1711.14550781
ENG-Premier League,2021,2020-10-04 Arsenal-Sheffield United,2020-10-04 14:00:00,Arsenal,Sheffield United,2,1,H,0,0,1.5,4.46,7.41,1802.5333252,1706.29711914
ENG-Premier League,2021,2020-10-04 Aston Villa-Liverpool,2020-10-04 19:15:00,Aston Villa,Liverpool,7,2,H,0,0,6.76,5.1,1.47,1602.37646484,2026.43139648
ENG-Premier League,2021,2020-10-04 Leicester-West Ham,2020-10-04 12:00:00,Leicester,West Ham,0,3,A,0,0,1.87,3.88,4.38,1803.66064453,1679.32177734
ENG-Premier League,2021,2020-10-04 Man United-Tottenham,2020-10-04 16:30:00,Man United,Tottenham,1,6,A,1,0,2.12,3.7,3.6,1851.97485352,1798.41308594
ENG-Premier League,2021,2020-10-04 Southampton-West Brom,2020-10-04 12:00:00,Southampton,West Brom,2,0,H,0,0,1.88,3.88,4.34,1674.08850098,
ENG-Premier League,2021,2020-10-04 Wolves-Fulham,2020-10-04 14:00:00,Wolves,Fulham,1,0,H,0,0,1.82,3.64,5.08,1784.2911377,1589.33032227
ENG-Premier League,2021,2020-10-17 Chelsea-Southampton,2020-10-17 15:00:00,Chelsea,Southampton,3,3,D,0,0,1.62,4.53,5.39,1825.25744629,1674.08850098
ENG-Premier League,2021,2020-10-17 Everton-Liverpool,2020-10-17 12:30:00,Everton,Liverpool,2,2,D,1,0,4.22,4.24,1.83,1737.55810547,2026.43139648
ENG-Premier League,2021,2020-10-17 Man City-Arsenal,2020-10-17 17:30:00,Man City,Arsenal,1,0,H,0,0,1.55,4.81,5.76,1975.79089355,1802.5333252
ENG-Premier League,2021,2020-10-17 Newcastle-Man United,2020-10-17 20:00:00,Newcastle,Man United,1,4,A,0,0,4.77,4.21,1.74,1693.29589844,1851.97485352
ENG-Premier League,2021,2020-10-18 Crystal Palace-Brighton,2020-10-18 14:00:00,Crystal Palace,Brighton,1,1,D,0,1,3.27,3.25,2.47,1726.61730957,1640.24560547
ENG-Premier League,2021,2020-10-18 Leicester-Aston Villa,2020-10-18 19:15:00,Leicester,Aston Villa,0,1,A,0,0,2.48,3.62,2.95,1803.66064453,1602.37646484
ENG-Premier League,2021,2020-10-18 Sheffield United-Fulham,2020-10-18 12:00:00,Sheffield United,Fulham,1,1,D,0,0,2.4,3.16,3.48,1706.29711914,1589.33032227
ENG-Premier League,2021,2020-10-18 Tottenham-West Ham,2020-10-18 16:30:00,Tottenham,West Ham,3,3,D,0,0,1.65,4.17,5.61,1798.41308594,1679.32177734
ENG-Premier League,2021,2020-10-19 Leeds-Wolves,2020-10-19 20:00:00,Leeds,Wolves,0,1,A,0,0,2.61,3.35,2.96,,1784.2911377
ENG-Premier League,2021,2020-10-19 West Brom-Burnley,2020-10-19 17:30:00,West Brom,Burnley,0,0,D,0,0,2.73,3.25,2.9,,1711.14550781
ENG-Premier League,2021,2020-10-23 Aston Villa-Leeds,2020-10-23 20:00:00,Aston Villa,Leeds,0,3,A,0,0,1.93,4.12,3.88,1602.37646484,
ENG-Premier League,2021,2020-10-24 Fulham-Crystal Palace,2020-10-24 15:00:00,Fulham,Crystal Palace,1,2,A,1,0,2.66,3.14,3.08,1589.33032227,1726.61730957
ENG-Premier League,2021,2020-10-24 Liverpool-Sheffield United,2020-10-24 20:00:00,Liverpool,Sheffield United,2,1,H,0,0,1.22,7.45,13.55,2026.43139648,1706.29711914
ENG-Premier League,2021,2020-10-24 Man United-Chelsea,2020-10-24 17:30:00,Man United,Chelsea,0,0,D,0,0,2.69,3.46,2.79,1851.97485352,1825.25744629
ENG-Premier League,2021,2020-10-24 West Ham-Man City,2020-10-24 12:30:00,West Ham,Man City,1,1,D,0,0,6.97,5.13,1.45,1679.32177734,1975.79089355
ENG-Premier League,2021,2020-10-25 Arsenal-Leicester,2020-10-25 19:15:00,Arsenal,Leicester,0,1,A,0,0,2.0,3.57,4.17,1802.5333252,1803.66064453
ENG-Premier League,2021,2020-10-25 Southampton-Everton,2020-10-25 14:00:00,Southampton,Everton,2,0,H,0,1,3.08,3.56,2.41,1674.08850098,1737.55810547
ENG-Premier League,2021,2020-10-25 Wolves-Newcastle,2020-10-25 16:30:00,Wolves,Newcastle,1,1,D,0,0,1.86,3.52,5.01,1784.2911377,1693.29589844
ENG-Premier League,2021,2020-10-26 Brighton-West Brom,2020-10-26 17:30:00,Brighton,West Brom,1,1,D,0,0,1.67,4.3,5.26,1640.24560547,
ENG-Premier League,2021,2020-10-26 Burnley-Tottenham,2020-10-26 20:00:00,Burnley,Tottenham,0,1,A,0,0,5.59,4.41,1.61,1711.14550781,1798.41308594
ENG-Premier League,2021,2020-10-30 Wolves-Crystal Palace,2020-10-30 20:00:00,Wolves,Crystal Palace,2,0,H,0,1,2.12,3.14,4.34,1784.2911377,1726.61730957
ENG-Premier League,2021,2020-10-31 Burnley-Chelsea,2020-10-31 15:00:00,Burnley,Chelsea,0,3,A,0,0,5.59,4.29,1.63,1711.14550781,1825.25744629
ENG-Premier League,2021,2020-10-31 Liverpool-West Ham,2020-10-31 17:30:00,Liverpool,West Ham,2,1,H,0,0,1.44,5.3,7.1,2026.43139648,1679.32177734
ENG-Premier League,2021,2020-10-31 Sheffield United-Man City,2020-10-31 12:30:00,Sheffield United,Man City,0,1,A,0,0,10.63,6.25,1.3,1706.29711914,1975.79089355
ENG-Premier League,2021,2020-11-01 Aston Villa-Southampton,2020-11-01 12:00:00,Aston Villa,Southampton,3,4,A,0,0,2.69,3.56,2.73,1602.37646484,1674.08850098
ENG-Premier League,2021,2020-11-01 Man United-Arsenal,2020-11-01 16:30:00,Man United,Arsenal,0,1,A,0,0,2.02,3.65,3.97,1851.97485352,1802.5333252
ENG-Premier League,2021,2020-11-01 Newcastle-Everton,2020-11-01 14:00:00,Newcastle,Everton,2,1,H,0,0,3.34,3.43,2.33,1693.29589844,1737.55810547
ENG-Premier League,2021,2020-11-01 Tottenham-Brighton,2020-11-01 19:15:00,Tottenham,Brighton,2,1,H,0,0,1.61,4.36,5.77,1798.41308594,1640.24560547
ENG-Premier League,2021,2020-11-02 Fulham-West Brom,2020-11-02 17:30:00,Fulham,West Brom,2,0,H,0,0,2.48,3.32,3.19,1589.33032227,
ENG-Premier League,2021,2020-11-02 Leeds-Leicester,2020-11-02 20:00:00,Leeds,Leicester,1,4,A,0,0,2.42,3.71,2.97,,1803.66064453
ENG-Premier League,2021,2020-11-06 Brighton-Burnley,2020-11-06 17:30:00,Brighton,Burnley,0,0,D,0,0,1.99,3.42,4.45,1640.24560547,1711.14550781
ENG-Premier League,2021,2020-11-06 Southampton-Newcastle,2020-11-06 20:00:00,Southampton,Newcastle,2,0,H,0,0,2.2,3.47,3.59,1674.08850098,1693.29589844
ENG-Premier League,2021,2020-11-07 Chelsea-Sheffield United,2020-11-07 17:30:00,Chelsea,Sheffield United,4,1,H,0,0,1.39,5.16,8.7,1825.25744629,1706.29711914
ENG-Premier League,2021,2020-11-07 Crystal Palace-Leeds,2020-11-07 15:00:00,Crystal Palace,Leeds,4,1,H,0,0,2.89,3.57,2.54,1726.61730957,
ENG-Premier League,2021,2020-11-07 Everton-Man United,2020-11-07 12:30:00,Everton,Man United,1,3,A,0,0,3.33,3.68,2.23,1737.55810547,1851.97485352
ENG-Premier League,2021,2020-11-07 West Ham-Fulham,2020-11-07 20:00:00,West Ham,Fulham,1,0,H,0,0,1.9,3.96,4.12,1679.32177734,1589.33032227
ENG-Premier League,2021,2020-11-08 Arsenal-Aston Villa,2020-11-08 19:15:00,Arsenal,Aston Villa,0,3,A,0,0,1.66,4.58,4.95,1802.5333252,1602.37646484
ENG-Premier League,2021,2020-11-08 Leicester-Wolves,2020-11-08 14:00:00,Leicester,Wolves,1,0,H,0,0,2.47,3.17,3.35,1803.66064453,1784.2911377
ENG-Premier League,2021,2020-11-08 Man City-Liverpool,2020-11-08 16:30:00,Man City,Liverpool,1,1,D,0,0,1.95,4.17,3.78,1975.79089355,2026.43139648
ENG-Premier League,2021,2020-11-08 West Brom-Tottenham,2020-11-08 12:00:00,West Brom,Tottenham,0,1,A,0,0,6.88,4.71,1.5,,1798.41308594
ENG-Premier League,2021,2020-11-21 Aston Villa-Brighton,2020-11-21 15:00:00,Aston Villa,Brighton,1,2,A,0,1,2.4,3.51,3.12,1602.37646484,1640.24560547
ENG-Premier League,2021,2020-11-21 Man United-West Brom,2020-11-21 20:00:00,Man United,West Brom,1,0,H,0,0,1.33,5.76,9.79,1851.97485352,
ENG-Premier League,2021,2020-11-21 Newcastle-Chelsea,2020-11-21 12:30:00,Newcastle,Chelsea,0,2,A,0,0,7.33,4.94,1.46,1693.29589844,1825.25744629
ENG-Premier League,2021,2020-11-21 Tottenham-Man City,2020-11-21 17:30:00,Tottenham,Man City,2,0,H,0,0,4.3,4.21,1.81,1798.41308594,1975.79089355
ENG-Premier League,2021,2020-11-22 Fulham-Everton,2020-11-22 12:00:00,Fulham,Everton,2,3,A,0,0,4.24,3.89,1.88,1589.33032227,1737.55810547
ENG-Premier League,2021,2020-11-22 Leeds-Arsenal,2020-11-22 16:30:00,Leeds,Arsenal,0,0,D,0,1,3.58,3.89,2.06,,1802.5333252
ENG-Premier League,2021,2020-11-22 Liverpool-Leicester,2020-11-22 19:15:00,Liverpool,Leicester,3,0,H,0,0,1.82,4.12,4.32,2026.43139648,1803.66064453
ENG-Premier League,2021,2020-11-22 Sheffield United-West Ham,2020-11-22 14:00:00,Sheffield United,West Ham,0,1,A,0,0,3.09,3.25,2.56,1706.29711914,1679.32177734
ENG-Premier League,2021,2020-11-23 Burnley-Crystal Palace,2020-11-23 17:30:00,Burnley,Crystal Palace,1,0,H,0,0,2.68,3.16,3.01,1711.14550781,1726.61730957
ENG-Premier League,2021,2020-11-23 Wolves-Southampton,2020-11-23 20:00:00,Wolves,Southampton,1,1,D,0,0,2.4,3.32,3.28,1784.2911377,1674.08850098
ENG-Premier League,2021,2020-11-27 Crystal Palace-Newcastle,2020-11-27 20:00:00,Crystal Palace,Newcastle,0,2,A,0,0,2.18,3.22,3.96,1726.61730957,1693.29589844
ENG-Premier League,2021,2020-11-28 Brighton-Liverpool,2020-11-28 12:30:00,Brighton,Liverpool,1,1,D,0,0,4.96,4.29,1.69,1640.24560547,2026.43139648
ENG-Premier League,2021,2020-11-28 Everton-Leeds,2020-11-28 17:30:00,Everton,Leeds,0,1,A,0,0,2.35,3.66,3.09,1737.55810547,
ENG-Premier League,2021,2020-11-28 Man City-Burnley,2020-11-28 15:00:00,Man City,Burnley,5,0,H,0,0,1.13,11.08,19.55,1975.79089355,1711.14550781
ENG-Premier League,2021,2020-11-28 West Brom-Sheffield United,2020-11-28 20:00:00,West Brom,Sheffield United,1,0,H,0,0,2.67,3.17,3.02,,1706.29711914
ENG-Premier League,2021,2020-11-29 Arsenal-Wolves,2020-11-29 19:15:00,Arsenal,Wolves,1,2,A,0,0,2.14,3.33,3.91,1802.5333252,1784.2911377
ENG-Premier League,2021,2020-11-29 Chelsea-Tottenham,2020-11-29 16:30:00,Chelsea,Tottenham,0,0,D,0,0,2.0,3.75,3.89,1825.25744629,1798.41308594
ENG-Premier League,2021,2020-11-29 Southampton-Man United,2020-11-29 14:00:00,Southampton,Man United,2,3,A,0,0,3.92,3.86,1.96,1674.08850098,1851.97485352
ENG-Premier League,2021,2020-11-30 Leicester-Fulham,2020-11-30 17:30:00,Leicester,Fulham,1,2,A,0,0,1.68,4.1,5.34,1803.66064453,1589.33032227
ENG-Premier League,2021,2020-11-30 West Ham-Aston Villa,2020-11-30 20:00:00,West Ham,Aston Villa,2,1,H,0,0,2.37,3.56,3.12,1679.32177734,1602.37646484
ENG-Premier League,2021,2020-12-05 Burnley-Everton,2020-12-05 12:30:00,Burnley,Everton,1,1,D,0,0,3.68,3.63,2.1,1711.14550781,1737.55810547
ENG-Premier League,2021,2020-12-05 Chelsea-Leeds,2020-12-05 20:00:00,Chelsea,Leeds,3,1,H,0,0,1.48,5.15,6.34,1825.25744629,
ENG-Premier League,2021,2020-12-05 Man City-Fulham,2020-12-05 15:00:00,Man City,Fulham,2,0,H,0,0,1.13,9.9,22.91,1975.79089355,1589.33032227
ENG-Premier League,2021,2020-12-05 West Ham-Man United,2020-12-05 17:30:00,West Ham,Man United,1,3,A,0,0,3.52,3.53,2.2,1679.32177734,1851.97485352
ENG-Premier League,2021,2020-12-06 Liverpool-Wolves,2020-12-06 19:15:00,Liverpool,Wolves,4,0,H,0,0,1.61,4.44,5.64,2026.43139648,1784.2911377
ENG-Premier League,2021,2020-12-06 Sheffield United-Leicester,2020-12-06 14:15:00,Sheffield United,Leicester,1,2,A,0,0,4.14,3.67,1.96,1706.29711914,1803.66064453
ENG-Premier League,2021,2020-12-06 Tottenham-Arsenal,2020-12-06 16:30:00,Tottenham,Arsenal,2,0,H,0,0,2.3,3.54,3.29,1798.41308594,1802.5333252
ENG-Premier League,2021,2020-12-06 West Brom-Crystal Palace,2020-12-06 12:00:00,West Brom,Crystal Palace,1,5,A,1,0,3.14,3.4,2.44,,1726.61730957
ENG-Premier League,2021,2020-12-07 Brighton-Southampton,2020-12-07 20:00:00,Brighton,Southampton,1,2,A,0,0,2.51,3.42,3.02,1640.24560547,1674.08850098
ENG-Premier League,2021,2020-12-11 Leeds-West Ham,2020-12-11 20:00:00,Leeds,West Ham,1,2,A,0,0,2.19,3.78,3.32,,1679.32177734
