league,season,game,date,home_team,away_team,FTHG,FTAG,FTR,HR,AR,PSCH,PSCD,PSCA,H_Elo,A_Elo
ENG-Premier League,2122,2021-08-14 Everton-Southampton,2021-08-14 15:00:00,Everton,Southampton,3,1,H,0,0,2.05,3.45,4.07,1771.19372559,1700.75109863
ENG-Premier League,2122,2021-08-14 Leicester-Wolves,2021-08-14 15:00:00,Leicester,Wolves,1,0,H,0,0,1.76,3.77,5.22,1801.89501953,1738.54443359
ENG-Premier League,2122,2021-08-14 Man United-Leeds,2021-08-14 12:30:00,Man United,Leeds,5,1,H,0,0,1.67,4.2,5.4,1925.87194824,1783.74121094
ENG-Premier League,2122,2021-08-14 Norwich-Liverpool,2021-08-14 17:30:00,Norwich,Liverpool,0,3,A,0,0,7.0,4.9,1.48,1600.69494629,1940.19763184
ENG-Premier League,2122,2021-08-14 Watford-Aston Villa,2021-08-14 15:00:00,Watford,Aston Villa,3,2,H,0,0,3.68,3.35,2.21,1682.66589355,1747.11230469
ENG-Premier League,2122,2021-08-15 Newcastle-West Ham,2021-08-15 14:00:00,Newcastle,West Ham,2,4,A,0,0,3.46,3.55,2.21,1724.89587402,1810.99633789
ENG-Premier League,2122,2021-08-15 Tottenham-Man City,2021-08-15 16:30:00,Tottenham,Man City,1,0,H,0,0,5.97,4.25,1.61,1831.75012207,2012.76818848
ENG-Premier League,2122,2021-08-21 Aston Villa-Newcastle,2021-08-21 15:00:00,Aston Villa,Newcastle,2,0,H,0,0,1.87,3.83,4.39,1747.11230469,1724.89587402
ENG-Premier League,2122,2021-08-21 Brighton-Watford,2021-08-21 17:30:00,Brighton,Watford,2,0,H,0,0,1.78,3.55,5.6,1720.88342285,1682.66589355
ENG-Premier League,2122,2021-08-21 Crystal Palace-Brentford,2021-08-21 15:00:00,Crystal Palace,Brentford,0,0,D,0,0,2.68,3.2,2.97,1693.30944824,
ENG-Premier League,2122,2021-08-21 Leeds-Everton,2021-08-21 15:00:00,Leeds,Everton,2,2,D,0,0,2.15,3.52,3.65,1783.74121094,1771.19372559
ENG-Premier League,2122,2021-08-21 Liverpool-Burnley,2021-08-21 12:30:00,Liverpool,Burnley,2,0,H,0,0,1.25,6.75,13.5,1940.19763184,1709.37329102
ENG-Premier League,2122,2021-08-21 Man City-Norwich,2021-08-21 15:00:00,Man City,Norwich,5,0,H,0,0,1.13,10.0,26.0,2012.76818848,1600.69494629
ENG-Premier League,2122,2021-08-22 Arsenal-Chelsea,2021-08-22 16:30:00,Arsenal,Chelsea,0,2,A,0,0,4.5,3.56,1.93,1866.67456055,1923.20202637
ENG-Premier League,2122,2021-08-22 Southampton-Man United,2021-08-22 14:00:00,Southampton,Man United,1,1,D,0,0,5.7,4.45,1.61,1700.75109863,1925.87194824
ENG-Premier League,2122,2021-08-22 Wolves-Tottenham,2021-08-22 14:00:00,Wolves,Tottenham,0,1,A,0,0,2.95,3.09,2.79,1738.54443359,1831.75012207
ENG-Premier League,2122,2021-08-23 West Ham-Leicester,2021-08-23 20:00:00,West Ham,Leicester,4,1,H,0,1,2.52,3.5,2.95,1810.99633789,1801.89501953
ENG-Premier League,2122,2021-08-28 Aston Villa-Brentford,2021-08-28 15:00:00,Aston Villa,Brentford,1,1,D,0,0,2.1,3.33,4.07,1747.11230469,
ENG-Premier League,2122,2021-08-28 Brighton-Everton,2021-08-28 15:00:00,Brighton,Everton,0,2,A,0,0,2.35,3.26,3.46,1720.88342285,1771.19372559
ENG-Premier League,2122,2021-08-28 Liverpool-Chelsea,2021-08-28 17:30:00,Liverpool,Chelsea,1,1,D,0,1,2.47,3.36,3.13,1940.19763184,1923.20202637
ENG-Premier League,2122,2021-08-28 Man City-Arsenal,2021-08-28 12:30:00,Man City,Arsenal,5,0,H,0,1,1.36,5.2,10.5,2012.76818848,1866.67456055
ENG-Premier League,2122,2021-08-28 Newcastle-Southampton,2021-08-28 15:00:00,Newcastle,Southampton,2,2,D,0,0,2.51,3.59,2.89,1724.89587402,1700.75109863
ENG-Premier League,2122,2021-08-28 Norwich-Leicester,2021-08-28 15:00:00,Norwich,Leicester,1,2,A,0,0,4.4,3.67,1.91,1600.69494629,1801.89501953
ENG-Premier League,2122,2021-08-28 West Ham-Crystal Palace,2021-08-28 15:00:00,West Ham,Crystal Palace,2,2,D,0,0,1.59,4.0,6.8,1810.99633789,1693.30944824
ENG-Premier League,2122,2021-08-29 Burnley-Leeds,2021-08-29 14:00:00,Burnley,Leeds,1,1,D,0,0,3.35,3.6,2.24,1709.37329102,1783.74121094
ENG-Premier League,2122,2021-08-29 Tottenham-Watford,2021-08-29 14:00:00,Tottenham,Watford,1,0,H,0,0,1.44,4.65,8.5,1831.75012207,1682.66589355
ENG-Premier League,2122,2021-08-29 Wolves-Man United,2021-08-29 16:30:00,Wolves,Man United,0,1,A,0,0,4.93,3.8,1.79,1738.54443359,1925.87194824
ENG-Premier League,2122,2021-09-11 Arsenal-Norwich,2021-09-11 15:00:00,Arsenal,Norwich,1,0,H,0,0,1.44,4.91,7.9,1866.67456055,1600.69494629
ENG-Premier League,2122,2021-09-11 Brentford-Brighton,2021-09-11 15:00:00,Brentford,Brighton,0,1,A,0,0,3.14,3.0,2.7,,1720.88342285
ENG-Premier League,2122,2021-09-11 Chelsea-Aston Villa,2021-09-11 17:30:00,Chelsea,Aston Villa,3,0,H,0,0,1.35,5.38,10.33,1923.20202637,1747.11230469
ENG-Premier League,2122,2021-09-11 Crystal Palace-Tottenham,2021-09-11 12:30:00,Crystal Palace,Tottenham,3,0,H,0,1,3.95,3.33,2.13,1693.30944824,1831.75012207
ENG-Premier League,2122,2021-09-11 Leicester-Man City,2021-09-11 15:00:00,Leicester,Man City,0,1,A,0,0,5.62,4.15,1.65,1801.89501953,2012.76818848
ENG-Premier League,2122,2021-09-11 Man United-Newcastle,2021-09-11 15:00:00,Man United,Newcastle,4,1,H,0,0,1.2,7.45,15.76,1925.87194824,1724.89587402
ENG-Premier League,2122,2021-09-11 Southampton-West Ham,2021-09-11 15:00:00,Southampton,West Ham,0,0,D,0,1,3.16,3.55,2.36,1700.75109863,1810.99633789
ENG-Premier League,2122,2021-09-11 Watford-Wolves,2021-09-11 15:00:00,Watford,Wolves,0,2,A,0,0,3.67,3.21,2.28,1682.66589355,1738.54443359
ENG-Premier League,2122,2021-09-12 Leeds-Liverpool,2021-09-12 16:30:00,Leeds,Liverpool,0,3,A,1,0,5.04,4.48,1.66,1783.74121094,1940.19763184
ENG-Premier League,2122,2021-09-13 Everton-Burnley,2021-09-13 20:00:00,Everton,Burnley,3,1,H,0,0,1.78,3.53,5.58,1771.19372559,1709.37329102
ENG-Premier League,2122,2021-09-17 Newcastle-Leeds,2021-09-17 20:00:00,Newcastle,Leeds,1,1,D,0,0,3.25,3.74,2.23,1724.89587402,1783.74121094
ENG-Premier League,2122,2021-09-18 Aston Villa-Everton,2021-09-18 17:30:00,Aston Villa,Everton,3,0,H,0,0,2.18,3.46,3.65,1747.11230469,1771.19372559
ENG-Premier League,2122,2021-09-18 Burnley-Arsenal,2021-09-18 15:00:00,Burnley,Arsenal,0,1,A,0,0,3.94,3.79,1.98,1709.37329102,1866.67456055
ENG-Premier League,2122,2021-09-18 Liverpool-Crystal Palace,2021-09-18 15:00:00,Liverpool,Crystal Palace,3,0,H,0,0,1.29,6.13,11.57,1940.19763184,1693.30944824
ENG-Premier League,2122,2021-09-18 Man City-Southampton,2021-09-18 15:00:00,Man City,Southampton,0,0,D,0,0,1.18,8.18,16.74,2012.76818848,1700.75109863
ENG-Premier League,2122,2021-09-18 Norwich-Watford,2021-09-18 15:00:00,Norwich,Watford,1,3,A,0,0,2.41,3.29,3.31,1600.69494629,1682.66589355
ENG-Premier League,2122,2021-09-18 Wolves-Brentford,2021-09-18 12:30:00,Wolves,Brentford,0,2,A,0,1,1.83,3.42,5.38,1738.54443359,
ENG-Premier League,2122,2021-09-19 Brighton-Leicester,2021-09-19 14:00:00,Brighton,Leicester,2,1,H,0,0,2.55,3.23,3.12,1720.88342285,1801.89501953
ENG-Premier League,2122,2021-09-19 Tottenham-Chelsea,2021-09-19 16:30:00,Tottenham,Chelsea,0,3,A,0,0,4.2,3.4,2.04,1831.75012207,1923.20202637
ENG-Premier League,2122,2021-09-19 West Ham-Man United,2021-09-19 14:00:00,West Ham,Man United,1,2,A,0,0,4.31,3.79,1.89,1810.99633789,1925.87194824
ENG-Premier League,2122,2021-09-25 Brentford-Liverpool,2021-09-25 17:30:00,Brentford,Liverpool,3,3,D,0,0,7.88,4.98,1.43,,1940.19763184
ENG-Premier League,2122,2021-09-25 Chelsea-Man City,2021-09-25 12:30:00,Chelsea,Man City,0,1,A,0,0,2.92,3.21,2.72,1923.20202637,2012.76818848
ENG-Premier League,2122,2021-09-25 Everton-Norwich,2021-09-25 15:00:00,Everton,Norwich,2,0,H,0,0,1.7,3.82,5.72,1771.19372559,1600.69494629
ENG-Premier League,2122,2021-09-25 Leeds-West Ham,2021-09-25 15:00:00,Leeds,West Ham,1,2,A,0,0,3.08,3.62,2.38,1783.74121094,1810.99633789
ENG-Premier League,2122,2021-09-25 Leicester-Burnley,2021-09-25 15:00:00,Leicester,Burnley,2,2,D,0,0,1.71,3.9,5.39,1801.89501953,1709.37329102
ENG-Premier League,2122,2021-09-25 Man United-Aston Villa,2021-09-25 12:30:00,Man United,Aston Villa,0,1,A,0,0,1.42,5.1,7.95,1925.87194824,1747.11230469
ENG-Premier League,2122,2021-09-25 Watford-Newcastle,2021-09-25 15:00:00,Watford,Newcastle,1,1,D,0,0,2.16,3.57,3.59,1682.66589355,1724.89587402
ENG-Premier League,2122,2021-09-26 Arsenal-Tottenham,2021-09-26 16:30:00,Arsenal,Tottenham,3,1,H,0,0,2.25,3.4,3.53,1866.67456055,1831.75012207
ENG-Premier League,2122,2021-09-26 Southampton-Wolves,2021-09-26 14:00:00,Southampton,Wolves,0,1,A,0,0,2.15,3.42,3.78,1700.75109863,1738.54443359
ENG-Premier League,2122,2021-09-27 Crystal Palace-Brighton,2021-09-27 20:00:00,Crystal Palace,Brighton,1,1,D,0,0,2.96,3.14,2.74,1693.30944824,1720.88342285
ENG-Premier League,2122,2021-10-02 Brighton-Arsenal,2021-10-02 17:30:00,Brighton,Arsenal,0,0,D,0,0,3.31,3.4,2.35,1720.88342285,1866.67456055
ENG-Premier League,2122,2021-10-02 Burnley-Norwich,2021-10-02 15:00:00,Burnley,Norwich,0,0,D,0,0,1.99,3.6,4.12,1709.37329102,1600.69494629
ENG-Premier League,2122,2021-10-02 Chelsea-Southampton,2021-10-02 15:00:00,Chelsea,Southampton,3,1,H,0,1,1.46,4.71,7.79,1923.20202637,1700.75109863
ENG-Premier League,2122,2021-10-02 Leeds-Watford,2021-10-02 15:00:00,Leeds,Watford,1,0,H,0,0,1.78,3.98,4.74,1783.74121094,1682.66589355
ENG-Premier League,2122,2021-10-02 Man United-Everton,2021-10-02 12:30:00,Man United,Everton,1,1,D,0,0,1.56,4.33,6.57,1925.87194824,1771.19372559
ENG-Premier League,2122,2021-10-02 Wolves-Newcastle,2021-10-02 15:00:00,Wolves,Newcastle,2,1,H,0,0,1.83,3.72,4.77,1738.54443359,1724.89587402
ENG-Premier League,2122,2021-10-03 Crystal Palace-Leicester,2021-10-03 14:00:00,Crystal Palace,Leicester,2,2,D,0,0,2.87,3.3,2.7,1693.30944824,1801.89501953
ENG-Premier League,2122,2021-10-03 Liverpool-Man City,2021-10-03 16:30:00,Liverpool,Man City,2,2,D,0,0,3.12,3.54,2.38,1940.19763184,2012.76818848
ENG-Premier League,2122,2021-10-03 Tottenham-Aston Villa,2021-10-03 14:00:00,Tottenham,Aston Villa,2,1,H,0,0,2.14,3.47,3.74,1831.75012207,1747.11230469
ENG-Premier League,2122,2021-10-03 West Ham-Brentford,2021-10-03 14:00:00,West Ham,Brentford,1,2,A,0,0,1.76,3.85,5.13,1810.99633789,
ENG-Premier League,2122,2021-10-16 Aston Villa-Wolves,2021-10-16 15:00:00,Aston Villa,Wolves,2,3,A,0,0,2.16,3.31,3.89,1747.11230469,1738.54443359
ENG-Premier League,2122,2021-10-16 Brentford-Chelsea,2021-10-16 17:30:00,Brentford,Chelsea,0,1,A,0,0,5.64,3.87,1.7,,1923.20202637
ENG-Premier League,2122,2021-10-16 Leicester-Man United,2021-10-16 15:00:00,Leicester,Man United,4,2,H,0,0,3.7,3.97,1.99,1801.89501953,1925.87194824
ENG-Premier League,2122,2021-10-16 Man City-Burnley,2021-10-16 15:00:00,Man City,Burnley,2,0,H,0,0,1.15,9.13,21.3,2012.76818848,1709.37329102
ENG-Premier League,2122,2021-10-16 Norwich-Brighton,2021-10-16 15:00:00,Norwich,Brighton,0,0,D,0,0,4.12,3.69,1.96,1600.69494629,1720.88342285
ENG-Premier League,2122,2021-10-16 Southampton-Leeds,2021-10-16 15:00:00,Southampton,Leeds,1,0,H,0,0,2.12,3.72,3.55,1700.75109863,1783.74121094
ENG-Premier League,2122,2021-10-16 Watford-Liverpool,2021-10-16 12:30:00,Watford,Liverpool,0,5,A,0,0,8.6,5.68,1.36,1682.66589355,1940.19763184
ENG-Premier League,2122,2021-10-17 Everton-West Ham,2021-10-17 14:00:00,Everton,West Ham,0,1,A,0,0,2.91,3.36,2.63,1771.19372559,1810.99633789
ENG-Premier League,2122,2021-10-17 Newcastle-Tottenham,2021-10-17 16:30:00,Newcastle,Tottenham,2,3,A,1,0,3.58,3.71,2.11,1724.89587402,1831.75012207
ENG-Premier League,2122,2021-10-18 Arsenal-Crystal Palace,2021-10-18 20:00:00,Arsenal,Crystal Palace,2,2,D,0,0,1.62,4.17,5.96,1866.67456055,1693.30944824
ENG-Premier League,2122,2021-10-22 Arsenal-Aston Villa,2021-10-22 20:00:00,Arsenal,Aston Villa,3,1,H,0,0,2.04,3.65,3.87,1866.67456055,1747.11230469
ENG-Premier League,2122,2021-10-23 Brighton-Man City,2021-10-23 17:30:00,Brighton,Man City,1,4,A,0,0,8.18,4.95,1.43,1720.88342285,2012.76818848
ENG-Premier League,2122,2021-10-23 Chelsea-Norwich,2021-10-23 12:30:00,Chelsea,Norwich,7,0,H,0,1,1.22,6.75,15.5,1923.20202637,1600.69494629
ENG-Premier League,2122,2021-10-23 Crystal Palace-Newcastle,2021-10-23 15:00:00,Crystal Palace,Newcastle,1,1,D,0,0,2.0,3.51,4.2,1693.30944824,1724.89587402
ENG-Premier League,2122,2021-10-23 Everton-Watford,2021-10-23 15:00:00,Everton,Watford,2,5,A,0,0,1.84,3.57,4.98,1771.19372559,1682.66589355
ENG-Premier League,2122,2021-10-23 Leeds-Wolves,2021-10-23 15:00:00,Leeds,Wolves,1,1,D,0,0,2.64,3.44,2.84,1783.74121094,1738.54443359
ENG-Premier League,2122,2021-10-23 Southampton-Burnley,2021-10-23 15:00:00,Southampton,Burnley,2,2,D,0,0,2.09,3.46,3.92,1700.75109863,1709.37329102
ENG-Premier League,2122,2021-10-24 Brentford-Leicester,2021-10-24 14:00:00,Brentford,Leicester,1,2,A,0,0,2.86,3.56,2.55,,1801.89501953
ENG-Premier League,2122,2021-10-24 Man United-Liverpool,2021-10-24 16:30:00,Man United,Liverpool,0,5,A,1,0,3.09,3.66,2.35,1925.87194824,1940.19763184
ENG-Premier League,2122,2021-10-24 West Ham-Tottenham,2021-10-24 14:00:00,West Ham,Tottenham,1,0,H,0,0,2.25,3.65,3.29,1810.99633789,1831.75012207
ENG-Premier League,2122,2021-10-30 Burnley-Brentford,2021-10-30 15:00:00,Burnley,Brentford,3,1,H,0,0,2.74,3.21,2.9,1709.37329102,
ENG-Premier League,2122,2021-10-30 Leicester-Arsenal,2021-10-30 12:30:00,Leicester,Arsenal,0,2,A,0,0,2.55,3.53,2.88,1801.89501953,1866.67456055
ENG-Premier League,2122,2021-10-30 Liverpool-Brighton,2021-10-30 15:00:00,Liverpool,Brighton,2,2,D,0,0,1.3,5.75,11.6,1940.19763184,1720.88342285
ENG-Premier League,2122,2021-10-30 Man City-Crystal Palace,2021-10-30 15:00:00,Man City,Crystal Palace,0,2,A,1,0,1.14,9.25,21.0,2012.76818848,1693.30944824
ENG-Premier League,2122,2021-10-30 Newcastle-Chelsea,2021-10-30 15:00:00,Newcastle,Chelsea,0,3,A,0,0,8.43,4.52,1.46,1724.89587402,1923.20202637
ENG-Premier League,2122,2021-10-30 Tottenham-Man United,2021-10-30 17:30:00,Tottenham,Man United,0,3,A,0,0,3.18,3.74,2.27,1831.75012207,1925.87194824
ENG-Premier League,2122,2021-10-30 Watford-Southampton,2021-10-30 15:00:00,Watford,Southampton,0,1,A,0,0,3.22,3.54,2.33,1682.66589355,1700.75109863
ENG-Premier League,2122,2021-10-31 Aston Villa-West Ham,2021-10-31 16:30:00,Aston Villa,West Ham,1,4,A,1,0,2.94,3.5,2.52,1747.11230469,1810.99633789
ENG-Premier League,2122,2021-10-31 Norwich-Leeds,2021-10-31 14:00:00,Norwich,Leeds,1,2,A,0,0,3.66,3.72,2.08,1600.69494629,1783.74121094
ENG-Premier League,2122,2021-11-01 Wolves-Everton,2021-11-01 20:00:00,Wolves,Everton,2,1,H,0,0,2.3,3.19,3.66,1738.54443359,1771.19372559
ENG-Premier League,2122,2021-11-05 Southampton-Aston Villa,2021-11-05 20:00:00,Southampton,Aston Villa,1,0,H,0,0,2.17,3.59,3.54,1700.75109863,1747.11230469
ENG-Premier League,2122,2021-11-06 Brentford-Norwich,2021-11-06 15:00:00,Brentford,Norwich,1,2,A,0,0,1.68,4.07,5.46,,1600.69494629
ENG-Premier League,2122,2021-11-06 Brighton-Newcastle,2021-11-06 17:30:00,Brighton,Newcastle,1,1,D,1,0,1.61,4.2,6.11,1720.88342285,1724.89587402
ENG-Premier League,2122,2021-11-06 Chelsea-Burnley,2021-11-06 15:00:00,Chelsea,Burnley,1,1,D,0,0,1.29,5.77,13.05,1923.20202637,1709.37329102
ENG-Premier League,2122,2021-11-06 Crystal Palace-Wolves,2021-11-06 15:00:00,Crystal Palace,Wolves,2,0,H,0,0,2.37,3.16,3.52,1693.30944824,1738.54443359
ENG-Premier League,2122,2021-11-06 Man United-Man City,2021-11-06 12:30:00,Man United,Man City,0,2,A,0,0,4.79,4.21,1.73,1925.87194824,2012.76818848
ENG-Premier League,2122,2021-11-07 Arsenal-Watford,2021-11-07 14:00:00,Arsenal,Watford,1,0,H,0,1,1.46,4.86,7.41,1866.67456055,1682.66589355
ENG-Premier League,2122,2021-11-07 Everton-Tottenham,2021-11-07 14:00:00,Everton,Tottenham,0,0,D,1,0,3.48,3.35,2.31,1771.19372559,1831.75012207
ENG-Premier League,2122,2021-11-07 Leeds-Leicester,2021-11-07 14:00:00,Leeds,Leicester,1,1,D,0,0,2.69,3.49,2.76,1783.74121094,1801.89501953
ENG-Premier League,2122,2021-11-07 West Ham-Liverpool,2021-11-07 16:30:00,West Ham,Liverpool,3,2,H,0,0,4.47,4.4,1.75,1810.99633789,1940.19763184
ENG-Premier League,2122,2021-11-20 Aston Villa-Brighton,2021-11-20 15:00:00,Aston Villa,Brighton,2,0,H,0,0,2.5,3.37,3.08,1747.11230469,1720.88342285
ENG-Premier League,2122,2021-11-20 Burnley-Crystal Palace,2021-11-20 15:00:00,Burnley,Crystal Palace,3,3,D,0,0,2.86,3.25,2.74,1709.37329102,1693.30944824
ENG-Premier League,2122,2021-11-20 Leicester-Chelsea,2021-11-20 12:30:00,Leicester,Chelsea,0,3,A,0,0,5.06,3.81,1.78,1801.89501953,1923.20202637
ENG-Premier League,2122,2021-11-20 Liverpool-Arsenal,2021-11-20 17:30:00,Liverpool,Arsenal,4,0,H,0,0,1.55,4.68,6.09,1940.19763184,1866.67456055
ENG-Premier League,2122,2021-11-20 Newcastle-Brentford,2021-11-20 15:00:00,Newcastle,Brentford,3,3,D,0,0,2.51,3.45,3.0,1724.89587402,
ENG-Premier League,2122,2021-11-20 Norwich-Southampton,2021-11-20 15:00:00,Norwich,Southampton,2,1,H,0,0,3.53,3.53,2.19,1600.69494629,1700.75109863
ENG-Premier League,2122,2021-11-20 Watford-Man United,2021-11-20 15:00:00,Watford,Man United,4,1,H,0,1,6.58,4.8,1.5,1682.66589355,1925.87194824
ENG-Premier League,2122,2021-11-20 Wolves-West Ham,2021-11-20 15:00:00,Wolves,West Ham,1,0,H,0,0,3.19,3.32,2.46,1738.54443359,1810.99633789
ENG-Premier League,2122,2021-11-21 Man City-Everton,2021-11-21 14:00:00,Man City,Everton,3,0,H,0,0,1.2,7.5,16.0,2012.76818848,1771.19372559
ENG-Premier League,2122,2021-11-21 Tottenham-Leeds,2021-11-21 16:30:00,Tottenham,Leeds,2,1,H,0,0,1.61,4.18,6.01,1831.75012207,1783.74121094
ENG-Premier League,2122,2021-11-27 Arsenal-Newcastle,2021-11-27 12:30:00,Arsenal,Newcastle,2,0,H,0,0,1.53,4.52,6.63,1866.67456055,1724.89587402
ENG-Premier League,2122,2021-11-27 Brighton-Leeds,2021-11-27 17:30:00,Brighton,Leeds,0,0,D,0,0,2.23,3.34,3.64,1720.88342285,1783.74121094
ENG-Premier League,2122,2021-11-27 Crystal Palace-Aston Villa,2021-11-27 15:00:00,Crystal Palace,Aston Villa,1,2,A,0,0,2.36,3.26,3.43,1693.30944824,1747.11230469
ENG-Premier League,2122,2021-11-27 Liverpool-Southampton,2021-11-27 15:00:00,Liverpool,Southampton,4,0,H,0,0,1.25,6.75,12.0,1940.19763184,1700.75109863
ENG-Premier League,2122,2021-11-27 Norwich-Wolves,2021-11-27 15:00:00,Norwich,Wolves,0,0,D,0,0,3.6,3.35,2.24,1600.69494629,1738.54443359
ENG-Premier League,2122,2021-11-28 Brentford-Everton,2021-11-28 14:00:00,Brentford,Everton,1,0,H,0,0,2.29,3.26,3.62,,1771.19372559
ENG-Premier League,2122,2021-11-28 Chelsea-Man United,2021-11-28 16:30:00,Chelsea,Man United,1,1,D,0,0,1.58,4.21,6.44,1923.20202637,1925.87194824
ENG-Premier League,2122,2021-11-28 Leicester-Watford,2021-11-28 14:00:00,Leicester,Watford,4,2,H,0,0,1.69,4.05,5.33,1801.89501953,1682.66589355
ENG-Premier League,2122,2021-11-28 Man City-West Ham,2021-11-28 14:00:00,Man City,West Ham,2,1,H,0,0,1.27,6.5,11.0,2012.76818848,1810.99633789
ENG-Premier League,2122,2021-11-30 Leeds-Crystal Palace,2021-11-30 20:15:00,Leeds,Crystal Palace,1,0,H,0,0,2.36,3.39,3.31,1783.74121094,1693.30944824
ENG-Premier League,2122,2021-11-30 Newcastle-Norwich,2021-11-30 19:30:00,Newcastle,Norwich,1,1,D,0,1,2.09,3.6,3.75,1724.89587402,1600.69494629
ENG-Premier League,2122,2021-12-01 Aston Villa-Man City,2021-12-01 20:15:00,Aston Villa,Man City,1,2,A,0,0,7.4,4.69,1.48,1747.11230469,2012.76818848
ENG-Premier League,2122,2021-12-01 Everton-Liverpool,2021-12-01 20:15:00,Everton,Liverpool,1,4,A,0,0,9.13,5.18,1.38,1771.19372559,1940.19763184
ENG-Premier League,2122,2021-12-01 Southampton-Leicester,2021-12-01 19:30:00,Southampton,Leicester,2,2,D,0,0,2.42,3.57,3.02,1700.75109863,1801.89501953
ENG-Premier League,2122,2021-12-01 Watford-Chelsea,2021-12-01 19:30:00,Watford,Chelsea,1,2,A,0,0,11.04,5.51,1.32,1682.66589355,1923.20202637
ENG-Premier League,2122,2021-12-01 West Ham-Brighton,2021-12-01 19:30:00,West Ham,Brighton,1,1,D,0,0,2.04,3.45,4.49,1810.99633789,1720.88342285
ENG-Premier League,2122,2021-12-01 Wolves-Burnley,2021-12-01 19:30:00,Wolves,Burnley,0,0,D,0,0,1.88,3.43,4.94,1738.54443359,1709.37329102
ENG-Premier League,2122,2021-12-02 Man United-Arsenal,2021-12-02 20:15:00,Man United,Arsenal,3,2,H,0,0,2.08,3.76,3.58,1925.87194824,1866.67456055
ENG-Premier League,2122,2021-12-02 Tottenham-Brentford,2021-12-02 19:30:00,Tottenham,Brentford,2,0,H,0,0,1.69,3.98,5.44,1831.75012207,
ENG-Premier League,2122,2021-12-04 Newcastle-Burnley,2021-12-04 15:00:00,Newcastle,Burnley,1,0,H,0,0,2.41,3.49,3.09,1724.89587402,1709.37329102
ENG-Premier League,2122,2021-12-04 Southampton-Brighton,2021-12-04 15:00:00,Southampton,Brighton,1,1,D,0,0,2.65,3.23,2.96,1700.75109863,1720.88342285
ENG-Premier League,2122,2021-12-04 Watford-Man City,2021-12-04 17:30:00,Watford,Man City,1,3,A,0,0,15.0,7.0,1.22,1682.66589355,2012.76818848
ENG-Premier League,2122,2021-12-04 West Ham-Chelsea,2021-12-04 12:30:00,West Ham,Chelsea,3,2,H,0,0,4.92,3.65,1.83,1810.99633789,1923.20202637
ENG-Premier League,2122,2021-12-04 Wolves-Liverpool,2021-12-04 15:00:00,Wolves,Liverpool,0,1,A,0,0,9.24,5.16,1.38,1738.54443359,1940.19763184
ENG-Premier League,2122,2021-12-05 Aston Villa-Leicester,2021-12-05 16:30:00,Aston Villa,Leicester,2,1,H,0,0,2.4,3.42,3.17,1747.11230469,1801.89501953
ENG-Premier League,2122,2021-12-05 Leeds-Brentford,2021-12-05 14:00:00,Leeds,Brentford,2,2,D,0,0,1.83,3.63,4.94,1783.74121094,
ENG-Premier League,2122,2021-12-05 Man United-Crystal Palace,2021-12-05 14:00:00,Man United,Crystal Palace,1,0,H,0,0,1.54,4.49,6.56,1925.87194824,1693.30944824
ENG-Premier League,2122,2021-12-05 Tottenham-Norwich,2021-12-05 14:00:00,Tottenham,Norwich,3,0,H,0,0,1.48,4.51,7.94,1831.75012207,1600.69494629
ENG-Premier League,2122,2021-12-06 Everton-Arsenal,2021-12-06 20:00:00,Everton,Arsenal,2,1,H,0,0,3.33,3.42,2.31,1771.19372559,1866.67456055
ENG-Premier League,2122,2021-12-10 Brentford-Watford,2021-12-10 20:00:00,Brentford,Watford,2,1,H,0,0,2.63,3.45,2.82,,1682.66589355
ENG-Premier League,2122,2021-12-11 Arsenal-Southampton,2021-12-11 15:00:00,Arsenal,Southampton,3,0,H,0,0,1.75,4.1,4.76,1866.67456055,1700.75109863
ENG-Premier League,2122,2021-12-11 Chelsea-Leeds,2021-12-11 15:00:00,Chelsea,Leeds,3,2,H,0,0,1.25,6.75,13.0,1923.20202637,1783.74121094
ENG-Premier League,2122,2021-12-11 Liverpool-Aston Villa,2021-12-11 15:00:00,Liverpool,Aston Villa,1,0,H,0,0,1.24,6.75,13.0,1940.19763184,1747.11230469
ENG-Premier League,2122,2021-12-11 Man City-Wolves,2021-12-11 12:30:00,Man City,Wolves,1,0,H,0,1,1.16,8.25,21.0,2012.76818848,1738.54443359
ENG-Premier League,2122,2021-12-11 Norwich-Man United,2021-12-11 17:30:00,Norwich,Man United,0,1,A,0,0,7.48,5.11,1.44,1600.69494629,1925.87194824
ENG-Premier League,2122,2021-12-12 Burnley-West Ham,2021-12-12 14:00:00,Burnley,West Ham,0,0,D,0,0,3.58,3.53,2.16,1709.37329102,1810.99633789
ENG-Premier League,2122,2021-12-12 Crystal Palace-Everton,2021-12-12 16:30:00,Crystal Palace,Everton,3,1,H,0,0,2.27,3.25,3.66,1693.30944824,1771.19372559
ENG-Premier League,2122,2021-12-12 Leicester-Newcastle,2021-12-12 14:00:00,Leicester,Newcastle,4,0,H,0,0,1.7,4.12,5.06,1801.89501953,1724.89587402
ENG-Premier League,2122,2021-12-14 Man City-Leeds,2021-12-14 20:00:00,Man City,Leeds,7,0,H,0,0,1.14,9.5,20.0,2012.76818848,1783.74121094
ENG-Premier League,2122,2021-12-14 Norwich-Aston Villa,2021-12-14 19:45:00,Norwich,Aston Villa,0,2,A,0,0,3.78,3.43,2.14,1600.69494629,1747.11230469
